TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;VL_VENDA_NEGOC;VL_AQUIS_NEGOC;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC
FI;31.846.670/0001-57;VINLAND LONG BIAS PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Ações;65580758;91345556;103789586;;2022-03-31
FI;31.846.670/0001-57;VINLAND LONG BIAS PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Brazilian Depository Receipt - BDR;0;351499;2222820;;2022-03-31
FI;31.846.670/0001-57;VINLAND LONG BIAS PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Certificado ou recibo de depósito de valores mobiliários;0;0;7358488;;2022-03-31
FI;31.846.670/0001-57;VINLAND LONG BIAS PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Cotas de Fundos;0;0;17554500;;2022-03-31
FI;31.846.670/0001-57;VINLAND LONG BIAS PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Debêntures;0;0;1852061;;2022-03-31
FI;31.846.670/0001-57;VINLAND LONG BIAS PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Disponibilidades;;;6030;;2022-03-31
FI;31.846.670/0001-57;VINLAND LONG BIAS PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Obrigações por ações e outros TVM recebidos em empréstimo;;;9588161;;2022-03-31
FI;31.846.670/0001-57;VINLAND LONG BIAS PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Opções - Posições lançadas;0;0;2870563;;2022-03-31
FI;31.846.670/0001-57;VINLAND LONG BIAS PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Opções - Posições titulares;0;0;5024918;;2022-03-31
FI;31.846.670/0001-57;VINLAND LONG BIAS PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Operações Compromissadas;;;1913915;;2022-03-31
FI;31.846.670/0001-57;VINLAND LONG BIAS PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Títulos Públicos;0;0;67439784;;2022-03-31
FI;31.846.670/0001-57;VINLAND LONG BIAS PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Valores a pagar;;;210631;;2022-03-31
FI;31.846.670/0001-57;VINLAND LONG BIAS PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Valores a receber;;;459203;;2022-03-31
FI;31.846.723/0001-30;VINLAND MACRO ADVISORY XP SEGUROS PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULT;2021-12-31;Cotas de Fundos;;;491144632;;2022-03-31
FI;31.846.723/0001-30;VINLAND MACRO ADVISORY XP SEGUROS PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULT;2021-12-31;Disponibilidades;;;2000;;2022-03-31
FI;31.846.723/0001-30;VINLAND MACRO ADVISORY XP SEGUROS PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULT;2021-12-31;Valores a pagar;;;758729;;2022-03-31
FI;31.846.723/0001-30;VINLAND MACRO ADVISORY XP SEGUROS PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULT;2021-12-31;Valores a receber;;;360387;;2022-03-31
FI;31.847.975/0001-83;KP HOD 60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Cotas de Fundos;1350000;1500000;7233592;;2022-03-31
FI;31.847.975/0001-83;KP HOD 60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Disponibilidades;;;2000;;2022-03-31
FI;31.847.975/0001-83;KP HOD 60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Operações Compromissadas;;;146850;;2022-03-31
FI;31.847.975/0001-83;KP HOD 60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Valores a pagar;;;42645;;2022-03-31
FI;31.847.975/0001-83;KP HOD 60 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Valores a receber;;;920;;2022-03-31
FI;31.848.028/0001-07;NAZARE MASTER FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Cotas de Fundos;;;166527359;;2022-03-31
FI;31.848.028/0001-07;NAZARE MASTER FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Disponibilidades;;;4842;;2022-03-31
FI;31.848.028/0001-07;NAZARE MASTER FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Valores a pagar;;;30204;;2022-03-31
FI;31.848.028/0001-07;NAZARE MASTER FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Valores a receber;;;470;;2022-03-31
FI;31.848.066/0001-60;REDPOINT EVENTURES ADVISORY FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Cotas de Fundos;0;0;45933547;;2022-03-31
FI;31.848.066/0001-60;REDPOINT EVENTURES ADVISORY FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Disponibilidades;;;9955;;2022-03-31
FI;31.848.066/0001-60;REDPOINT EVENTURES ADVISORY FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Operações Compromissadas;;;3593580;;2022-03-31
FI;31.848.066/0001-60;REDPOINT EVENTURES ADVISORY FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Títulos Públicos;0;0;19825707;;2022-03-31
FI;31.848.066/0001-60;REDPOINT EVENTURES ADVISORY FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Valores a pagar;;;8112;;2022-03-31
FI;31.848.066/0001-60;REDPOINT EVENTURES ADVISORY FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Valores a receber;;;5522;;2022-03-31
FI;31.848.081/0001-08;ASTRO SMART FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Ações;3251808;3751632;4873737;;2022-03-31
FI;31.848.081/0001-08;ASTRO SMART FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Certificado ou recibo de depósito de valores mobiliários;78760;143783;146821;;2022-03-31
FI;31.848.081/0001-08;ASTRO SMART FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Disponibilidades;;;16002;;2022-03-31
FI;31.848.081/0001-08;ASTRO SMART FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Operações Compromissadas;;;2403207;;2022-03-31
FI;31.848.081/0001-08;ASTRO SMART FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Outras aplicações;195213;123096;268029;;2022-03-31
FI;31.848.081/0001-08;ASTRO SMART FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Valores a pagar;;;38557;;2022-03-31
FI;31.848.081/0001-08;ASTRO SMART FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Valores a receber;;;19898;;2022-03-31
FI;31.848.144/0001-26;KP BZ EQUITIES FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Ações;1376400;5296983;20917632;;2022-03-31
FI;31.848.144/0001-26;KP BZ EQUITIES FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Certificado ou recibo de depósito de valores mobiliários;0;0;2075731;;2022-03-31
FI;31.848.144/0001-26;KP BZ EQUITIES FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Cotas de Fundos;0;0;1142962;;2022-03-31
FI;31.848.144/0001-26;KP BZ EQUITIES FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Disponibilidades;;;2000;;2022-03-31
FI;31.848.144/0001-26;KP BZ EQUITIES FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Opções - Posições lançadas;97086;0;71500;;2022-03-31
FI;31.848.144/0001-26;KP BZ EQUITIES FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Opções - Posições titulares;0;275916;90759;;2022-03-31
FI;31.848.144/0001-26;KP BZ EQUITIES FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Operações Compromissadas;;;9593487;;2022-03-31
FI;31.848.144/0001-26;KP BZ EQUITIES FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Outras aplicações;1929785;0;2671497;;2022-03-31
FI;31.848.144/0001-26;KP BZ EQUITIES FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Valores a pagar;;;1016835;;2022-03-31
FI;31.848.144/0001-26;KP BZ EQUITIES FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Valores a receber;;;218185;;2022-03-31
FI;31.848.185/0001-12;AMÁLGAMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Cotas de Fundos;;;687861256;;2022-03-31
FI;31.848.185/0001-12;AMÁLGAMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Disponibilidades;;;1911;;2022-03-31
FI;31.848.185/0001-12;AMÁLGAMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Valores a pagar;;;2706863;;2022-03-31
FI;31.848.185/0001-12;AMÁLGAMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Valores a receber;;;775;;2022-03-31
FI;31.848.209/0001-33;ARTESANAL ACTUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Cotas de Fundos;;;50057212;;2022-03-31
FI;31.848.209/0001-33;ARTESANAL ACTUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Disponibilidades;;;2225;;2022-03-31
FI;31.848.209/0001-33;ARTESANAL ACTUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Valores a pagar;;;504576;;2022-03-31
FI;31.848.209/0001-33;ARTESANAL ACTUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2021-12-31;Valores a receber;;;312;;2022-03-31
FI;31.873.135/0001-95;JGP WM ES FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;2021-12-31;Cotas de Fundos;;;275627989;;2022-03-31
FI;31.873.135/0001-95;JGP WM ES FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;2021-12-31;Disponibilidades;;;165;;2022-03-31
FI;31.873.135/0001-95;JGP WM ES FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;2021-12-31;Mercado Futuro - Posições vendidas;;;-49352;;2022-03-31
FI;31.873.135/0001-95;JGP WM ES FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;2021-12-31;Títulos Públicos;0;0;634962;;2022-03-31
FI;31.873.135/0001-95;JGP WM ES FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;2021-12-31;Valores a pagar;;;64470;;2022-03-31
FI;31.873.135/0001-95;JGP WM ES FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR;2021-12-31;Valores a receber;;;736;;2022-03-31
FI;31.874.487/0001-65;MAGALUMA PREV FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;Cotas de Fundos;;;22241170;;2022-03-31
FI;31.874.487/0001-65;MAGALUMA PREV FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;Debêntures;;;1454654;;2022-03-31
FI;31.874.487/0001-65;MAGALUMA PREV FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;Disponibilidades;;;2000;;2022-03-31
FI;31.874.487/0001-65;MAGALUMA PREV FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;Mercado Futuro - Posições vendidas;;;0;;2022-03-31
FI;31.874.487/0001-65;MAGALUMA PREV FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;Opções - Posições lançadas;;;3795;;2022-03-31
FI;31.874.487/0001-65;MAGALUMA PREV FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;Opções - Posições titulares;;;26700;;2022-03-31
FI;31.874.487/0001-65;MAGALUMA PREV FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;Títulos Públicos;0;0;3411294;;2022-03-31
FI;31.874.487/0001-65;MAGALUMA PREV FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;Valores a pagar;;;13944;;2022-03-31
FI;31.874.487/0001-65;MAGALUMA PREV FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;Valores a receber;;;3294;;2022-03-31
FI;31.874.833/0001-05;TREND BOLSA AMERICANA DOLAR FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Ações e outros TVM cedidos em empréstimo;;;2032903;;2022-03-31
FI;31.874.833/0001-05;TREND BOLSA AMERICANA DOLAR FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Disponibilidades;;;1068;;2022-03-31
FI;31.874.833/0001-05;TREND BOLSA AMERICANA DOLAR FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Investimento no Exterior;;;103408691;;2022-03-31
FI;31.874.833/0001-05;TREND BOLSA AMERICANA DOLAR FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Valores a pagar;;;5677461;;2022-03-31
FI;31.874.833/0001-05;TREND BOLSA AMERICANA DOLAR FUNDO DE INVESTIMENTO EM AÇÕES;2021-12-31;Valores a receber;;;1445;;2022-03-31
FI;31.874.972/0001-39;APEX LONG BIASED ADVISORY XP SEGUROS PREV FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Ações;16321812;25018818;23446242;;2022-03-31
FI;31.874.972/0001-39;APEX LONG BIASED ADVISORY XP SEGUROS PREV FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Ações e outros TVM cedidos em empréstimo;;;17710700;;2022-03-31
FI;31.874.972/0001-39;APEX LONG BIASED ADVISORY XP SEGUROS PREV FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Brazilian Depository Receipt - BDR;;;402148;;2022-03-31
FI;31.874.972/0001-39;APEX LONG BIASED ADVISORY XP SEGUROS PREV FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Certificado ou recibo de depósito de valores mobiliários;;;5606554;;2022-03-31
FI;31.874.972/0001-39;APEX LONG BIASED ADVISORY XP SEGUROS PREV FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Disponibilidades;;;1097;;2022-03-31
FI;31.874.972/0001-39;APEX LONG BIASED ADVISORY XP SEGUROS PREV FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Mercado Futuro - Posições vendidas;;;52130;;2022-03-31
FI;31.874.972/0001-39;APEX LONG BIASED ADVISORY XP SEGUROS PREV FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Obrigações por ações e outros TVM recebidos em empréstimo;;;13247369;;2022-03-31
FI;31.874.972/0001-39;APEX LONG BIASED ADVISORY XP SEGUROS PREV FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Títulos Públicos;1021237;4101353;9655491;;2022-03-31
FI;31.874.972/0001-39;APEX LONG BIASED ADVISORY XP SEGUROS PREV FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Valores a pagar;;;1474591;;2022-03-31
FI;31.874.972/0001-39;APEX LONG BIASED ADVISORY XP SEGUROS PREV FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Valores a receber;;;504020;;2022-03-31
FI;31.908.005/0001-40;G5 SHLIMS FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2021-12-31;Cotas de Fundos;;;2092855;;2022-03-31
FI;31.908.005/0001-40;G5 SHLIMS FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2021-12-31;Debêntures;;;21876467;;2022-03-31
FI;31.908.005/0001-40;G5 SHLIMS FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2021-12-31;Depósitos a prazo e outros títulos de IF;;;595512;;2022-03-31
FI;31.908.005/0001-40;G5 SHLIMS FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2021-12-31;Valores a pagar;;;13344;;2022-03-31
FI;31.908.005/0001-40;G5 SHLIMS FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2021-12-31;Valores a receber;;;8838;;2022-03-31
FI;31.908.013/0001-97;ATENA MASTER HIGH YIELD FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-12-31;Cotas de Fundos;;;39687945;;2022-03-31
FI;31.908.013/0001-97;ATENA MASTER HIGH YIELD FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-12-31;Debêntures;;;93642339;;2022-03-31
FI;31.908.013/0001-97;ATENA MASTER HIGH YIELD FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-12-31;Depósitos a prazo e outros títulos de IF;;;32150510;;2022-03-31
FI;31.908.013/0001-97;ATENA MASTER HIGH YIELD FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-12-31;Operações Compromissadas;;;12493295;;2022-03-31
FI;31.908.013/0001-97;ATENA MASTER HIGH YIELD FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-12-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;3556232;;2022-03-31
FI;31.908.013/0001-97;ATENA MASTER HIGH YIELD FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-12-31;Títulos de Crédito Privado;;;3292684;;2022-03-31
FI;31.908.013/0001-97;ATENA MASTER HIGH YIELD FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-12-31;Títulos Públicos;62373268;62353243;41755739;;2022-03-31
FI;31.908.013/0001-97;ATENA MASTER HIGH YIELD FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-12-31;Valores a pagar;;;30960;;2022-03-31
FI;31.908.013/0001-97;ATENA MASTER HIGH YIELD FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO;2021-12-31;Valores a receber;;;18995;;2022-03-31
FI;31.908.037/0001-46;RPS PREV ABSOLUTO ICATU FUNDO DE INVESTIMENTO PREVIDÊNCIA MULTIMERCADO MASTER;2021-12-31;Ações;11761339;20251971;23588598;;2022-03-31
FI;31.908.037/0001-46;RPS PREV ABSOLUTO ICATU FUNDO DE INVESTIMENTO PREVIDÊNCIA MULTIMERCADO MASTER;2021-12-31;Ações e outros TVM cedidos em empréstimo;;;4491045;;2022-03-31
FI;31.908.037/0001-46;RPS PREV ABSOLUTO ICATU FUNDO DE INVESTIMENTO PREVIDÊNCIA MULTIMERCADO MASTER;2021-12-31;Brazilian Depository Receipt - BDR;0;1294092;3513442;;2022-03-31
FI;31.908.037/0001-46;RPS PREV ABSOLUTO ICATU FUNDO DE INVESTIMENTO PREVIDÊNCIA MULTIMERCADO MASTER;2021-12-31;Cotas de Fundos;;;1618785;;2022-03-31
FI;31.908.037/0001-46;RPS PREV ABSOLUTO ICATU FUNDO DE INVESTIMENTO PREVIDÊNCIA MULTIMERCADO MASTER;2021-12-31;Mercado Futuro - Posições compradas;;;6810;;2022-03-31
FI;31.908.037/0001-46;RPS PREV ABSOLUTO ICATU FUNDO DE INVESTIMENTO PREVIDÊNCIA MULTIMERCADO MASTER;2021-12-31;Mercado Futuro - Posições vendidas;;;86994;;2022-03-31
FI;31.908.037/0001-46;RPS PREV ABSOLUTO ICATU FUNDO DE INVESTIMENTO PREVIDÊNCIA MULTIMERCADO MASTER;2021-12-31;Obrigações por ações e outros TVM recebidos em empréstimo;;;5269540;;2022-03-31
FI;31.908.037/0001-46;RPS PREV ABSOLUTO ICATU FUNDO DE INVESTIMENTO PREVIDÊNCIA MULTIMERCADO MASTER;2021-12-31;Opções - Posições lançadas;;;83729;;2022-03-31
FI;31.908.037/0001-46;RPS PREV ABSOLUTO ICATU FUNDO DE INVESTIMENTO PREVIDÊNCIA MULTIMERCADO MASTER;2021-12-31;Opções - Posições titulares;;;140179;;2022-03-31
FI;31.908.037/0001-46;RPS PREV ABSOLUTO ICATU FUNDO DE INVESTIMENTO PREVIDÊNCIA MULTIMERCADO MASTER;2021-12-31;Operações Compromissadas;;;3698602;;2022-03-31
FI;31.908.037/0001-46;RPS PREV ABSOLUTO ICATU FUNDO DE INVESTIMENTO PREVIDÊNCIA MULTIMERCADO MASTER;2021-12-31;Outras operações passivas e exigibilidades;;;65466;;2022-03-31
FI;31.908.037/0001-46;RPS PREV ABSOLUTO ICATU FUNDO DE INVESTIMENTO PREVIDÊNCIA MULTIMERCADO MASTER;2021-12-31;Títulos Públicos;22471019;5471865;52921591;;2022-03-31
FI;31.908.037/0001-46;RPS PREV ABSOLUTO ICATU FUNDO DE INVESTIMENTO PREVIDÊNCIA MULTIMERCADO MASTER;2021-12-31;Valores a pagar;;;219308;;2022-03-31
FI;31.908.037/0001-46;RPS PREV ABSOLUTO ICATU FUNDO DE INVESTIMENTO PREVIDÊNCIA MULTIMERCADO MASTER;2021-12-31;Valores a receber;;;13874;;2022-03-31
FI;31.923.674/0001-91;CONSTELLATION 100 PREV FUNDO DE INVESTIMENTO MULTIMERCADO FIFE;2021-12-31;Ações;4415680;4919605;133854149;;2022-03-31
FI;31.923.674/0001-91;CONSTELLATION 100 PREV FUNDO DE INVESTIMENTO MULTIMERCADO FIFE;2021-12-31;Certificado ou recibo de depósito de valores mobiliários;;;18619575;;2022-03-31
FI;31.923.674/0001-91;CONSTELLATION 100 PREV FUNDO DE INVESTIMENTO MULTIMERCADO FIFE;2021-12-31;Disponibilidades;;;119;;2022-03-31
FI;31.923.674/0001-91;CONSTELLATION 100 PREV FUNDO DE INVESTIMENTO MULTIMERCADO FIFE;2021-12-31;Valores a pagar;;;2971885;;2022-03-31
FI;31.923.674/0001-91;CONSTELLATION 100 PREV FUNDO DE INVESTIMENTO MULTIMERCADO FIFE;2021-12-31;Valores a receber;;;908467;;2022-03-31
FI;31.923.898/0001-01;INVESTMONSTER FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;Cotas de Fundos;;;12776174;;2022-03-31
FI;31.923.898/0001-01;INVESTMONSTER FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;Debêntures;;;661072;;2022-03-31
FI;31.923.898/0001-01;INVESTMONSTER FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;Disponibilidades;;;2000;;2022-03-31
FI;31.923.898/0001-01;INVESTMONSTER FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;Títulos Públicos;0;11831726;11844762;;2022-03-31
FI;31.923.898/0001-01;INVESTMONSTER FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;Valores a pagar;;;15844;;2022-03-31
FI;31.923.898/0001-01;INVESTMONSTER FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2021-12-31;Valores a receber;;;1475993;;2022-03-31
FI;31.932.658/0001-65;VINLAND MACRO PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Ações;116508203;118308943;63046864;;2022-03-31
FI;31.932.658/0001-65;VINLAND MACRO PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Brazilian Depository Receipt - BDR;0;78531;499770;;2022-03-31
FI;31.932.658/0001-65;VINLAND MACRO PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Certificado ou recibo de depósito de valores mobiliários;0;0;3689039;;2022-03-31
FI;31.932.658/0001-65;VINLAND MACRO PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Cotas de Fundos;0;0;73061762;;2022-03-31
FI;31.932.658/0001-65;VINLAND MACRO PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Debêntures;0;0;25490778;;2022-03-31
FI;31.932.658/0001-65;VINLAND MACRO PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Depósitos a prazo e outros títulos de IF;0;0;1670693;;2022-03-31
FI;31.932.658/0001-65;VINLAND MACRO PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Disponibilidades;;;5891;;2022-03-31
FI;31.932.658/0001-65;VINLAND MACRO PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Obrigações por ações e outros TVM recebidos em empréstimo;;;37677903;;2022-03-31
FI;31.932.658/0001-65;VINLAND MACRO PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Opções - Posições lançadas;0;0;29408889;;2022-03-31
FI;31.932.658/0001-65;VINLAND MACRO PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Opções - Posições titulares;0;0;31852935;;2022-03-31
FI;31.932.658/0001-65;VINLAND MACRO PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Operações Compromissadas;;;14712983;;2022-03-31
FI;31.932.658/0001-65;VINLAND MACRO PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Outras operações passivas e exigibilidades;;;88401;;2022-03-31
FI;31.932.658/0001-65;VINLAND MACRO PREVIDENCIÁRIO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;2021-12-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;0;101086;102359;;2022-03-31
